path,key,dtype,example_value,is_github_api_url,fetch_status,error_message,depth
stargazers_url.__api__[27],[27],dict,"{'login': 'rwl', 'id': 9773, 'node_id': 'MDQ6VXNlcjk3NzM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9773?",False,,,1
stargazers_url.__api__[28],[28],dict,"{'login': 'arnaudsj', 'id': 9855, 'node_id': 'MDQ6VXNlcjk4NTU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/",False,,,1
stargazers_url.__api__[29],[29],dict,"{'login': 'lmacken', 'id': 9980, 'node_id': 'MDQ6VXNlcjk5ODA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9",False,,,1
subscribers_url,subscribers_url,str,https://api.github.com/repos/pandas-dev/pandas/subscribers,True,,,0
subscribers_url.__api_fetch__,__api_fetch__,list,https://api.github.com/repos/pandas-dev/pandas/subscribers,True,success,,0
subscribers_url.__api__[0],[0],dict,"{'login': 'changhiskhan', 'id': 759245, 'node_id': 'MDQ6VXNlcjc1OTI0NQ==', 'avatar_url': 'https://avatars.githubusercont",False,,,1
subscribers_url.__api__[1],[1],dict,"{'login': 'mngu2382', 'id': 1483695, 'node_id': 'MDQ6VXNlcjE0ODM2OTU=', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[2],[2],dict,"{'login': 'GrAndSE', 'id': 116927, 'node_id': 'MDQ6VXNlcjExNjkyNw==', 'avatar_url': 'https://avatars.githubusercontent.c",False,,,1
subscribers_url.__api__[3],[3],dict,"{'login': 'tcheneau', 'id': 952059, 'node_id': 'MDQ6VXNlcjk1MjA1OQ==', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[4],[4],dict,"{'login': 'jreeder', 'id': 264973, 'node_id': 'MDQ6VXNlcjI2NDk3Mw==', 'avatar_url': 'https://avatars.githubusercontent.c",False,,,1
subscribers_url.__api__[5],[5],dict,"{'login': 'drewfrank', 'id': 461273, 'node_id': 'MDQ6VXNlcjQ2MTI3Mw==', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[6],[6],dict,"{'login': 'gerrylin', 'id': 323193, 'node_id': 'MDQ6VXNlcjMyMzE5Mw==', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[7],[7],dict,"{'login': 'antiface', 'id': 1619852, 'node_id': 'MDQ6VXNlcjE2MTk4NTI=', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[8],[8],dict,"{'login': 'axs', 'id': 145244, 'node_id': 'MDQ6VXNlcjE0NTI0NA==', 'avatar_url': 'https://avatars.githubusercontent.com/u",False,,,1
subscribers_url.__api__[9],[9],dict,"{'login': 'maxarai', 'id': 2505875, 'node_id': 'MDQ6VXNlcjI1MDU4NzU=', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[10],[10],dict,"{'login': 'falconzyx', 'id': 2308771, 'node_id': 'MDQ6VXNlcjIzMDg3NzE=', 'avatar_url': 'https://avatars.githubuserconten",False,,,1
subscribers_url.__api__[11],[11],dict,"{'login': 'henry145', 'id': 1377516, 'node_id': 'MDQ6VXNlcjEzNzc1MTY=', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[12],[12],dict,"{'login': 'chudx', 'id': 830337, 'node_id': 'MDQ6VXNlcjgzMDMzNw==', 'avatar_url': 'https://avatars.githubusercontent.com",False,,,1
subscribers_url.__api__[13],[13],dict,"{'login': 'mikebailey', 'id': 2314476, 'node_id': 'MDQ6VXNlcjIzMTQ0NzY=', 'avatar_url': 'https://avatars.githubuserconte",False,,,1
subscribers_url.__api__[14],[14],dict,"{'login': 'amdstorm', 'id': 1086530, 'node_id': 'MDQ6VXNlcjEwODY1MzA=', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[15],[15],dict,"{'login': 'liang456', 'id': 1673318, 'node_id': 'MDQ6VXNlcjE2NzMzMTg=', 'avatar_url': 'https://avatars.githubusercontent",False,,,1
subscribers_url.__api__[16],[16],dict,"{'login': 'avahram', 'id': 1595976, 'node_id': 'MDQ6VXNlcjE1OTU5NzY=', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[17],[17],dict,"{'login': 'sgagnon', 'id': 2769923, 'node_id': 'MDQ6VXNlcjI3Njk5MjM=', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[18],[18],dict,"{'login': 'jeffkwiat', 'id': 72842, 'node_id': 'MDQ6VXNlcjcyODQy', 'avatar_url': 'https://avatars.githubusercontent.com/",False,,,1
subscribers_url.__api__[19],[19],dict,"{'login': 'zbyufei', 'id': 668348, 'node_id': 'MDQ6VXNlcjY2ODM0OA==', 'avatar_url': 'https://avatars.githubusercontent.c",False,,,1
subscribers_url.__api__[20],[20],dict,"{'login': 'mitlynk', 'id': 2241651, 'node_id': 'MDQ6VXNlcjIyNDE2NTE=', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[21],[21],dict,"{'login': 'exezix', 'id': 2929438, 'node_id': 'MDQ6VXNlcjI5Mjk0Mzg=', 'avatar_url': 'https://avatars.githubusercontent.c",False,,,1
subscribers_url.__api__[22],[22],dict,"{'login': 'lijinhui', 'id': 315731, 'node_id': 'MDQ6VXNlcjMxNTczMQ==', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
subscribers_url.__api__[23],[23],dict,"{'login': 'cyeong', 'id': 2139849, 'node_id': 'MDQ6VXNlcjIxMzk4NDk=', 'avatar_url': 'https://avatars.githubusercontent.c",False,,,1
subscribers_url.__api__[24],[24],dict,"{'login': 'francbartoli', 'id': 560676, 'node_id': 'MDQ6VXNlcjU2MDY3Ng==', 'avatar_url': 'https://avatars.githubusercont",False,,,1
subscribers_url.__api__[25],[25],dict,"{'login': 'invinciblejha', 'id': 1061207, 'node_id': 'MDQ6VXNlcjEwNjEyMDc=', 'avatar_url': 'https://avatars.githubuserco",False,,,1
subscribers_url.__api__[26],[26],dict,"{'login': 'stephenwlin', 'id': 2342637, 'node_id': 'MDQ6VXNlcjIzNDI2Mzc=', 'avatar_url': 'https://avatars.githubusercont",False,,,1
subscribers_url.__api__[27],[27],dict,"{'login': 'strayhorn', 'id': 3350114, 'node_id': 'MDQ6VXNlcjMzNTAxMTQ=', 'avatar_url': 'https://avatars.githubuserconten",False,,,1
subscribers_url.__api__[28],[28],dict,"{'login': 'binaryechoes', 'id': 1815971, 'node_id': 'MDQ6VXNlcjE4MTU5NzE=', 'avatar_url': 'https://avatars.githubusercon",False,,,1
subscribers_url.__api__[29],[29],dict,"{'login': 'bkeener', 'id': 1179448, 'node_id': 'MDQ6VXNlcjExNzk0NDg=', 'avatar_url': 'https://avatars.githubusercontent.",False,,,1
